,buyer,total_estimated_backfill_revenue
596,Xaxis (IT) w/DBM,0.0015693972571981071
597,Xaxis (MENA) w/ DBM,0.23036779718172257
598,Xaxis RO w/AppNexus,0.0010451692728565404
599,Xaxis SG w/ TTD,0.11705978023388917
600,Xaxis (SK) w/AppNexus,0.0004626024375929499
601,Xaxis US w/ Amazon,0.06934024352758694
602,Xaxis w/ Amazon (CA),0.6558848024153116
603,Xaxis w/ AppNexus,0.0019876293011320528
604,Xaxis w/ Invite Media,10.474865577490798
605,Xaxis w/ The Trade Desk,0.007914363550435689
606,Xaxis w/ The Trade Desk (CA),0.07791112456938457
607,Yandex.ru,0.000297445972306657
608,Yourposition w/DBM,0.09876849628494307
609,Zalando w/ Invite Media,0.15783863702838388
610,Zamplus,0.0010024422271108328
611,Zebestof EMEA,0.00010517426645097262
612,Zemanta,0.16862064268752186
613,Zenith Optimedia (IL) w/ DBM,0.004430465974247222
614,Zenith_Reckitt Benckiser_APAC​ w/ DBM ​,0.001391915682562091
615,Zenith_Reckitt Benckiser_NA w/ DBM,0.1145980450597711
616,Zenith Vivaki UK w/TheTradeDesk,2.2872453143582177
617,ZER Advertising (TR) w/DBM,0.008257823264314647
618,Ziff Davis_DBM,0.008361354182852323
619,Zucks Inc.,0.00020377514124875947
