,advertiser,devicecategory,count
11397,Sally Beauty Holdings,Tablet,40
11398,Salmat,Tablet,2
11399,Salomon & Fischer,Desktop,4
11400,SALON LINE,Desktop,8
11401,Salsa Retail Holding Debtco 1,Desktop,1
11402,Salsa Retail Holding Debtco 1,Smartphone,18
11403,Salsa Retail Holding Debtco 1,Tablet,6
11404,Salvatore Ferragamo Italia,Desktop,75
11405,Salvatore Ferragamo Italia,Smartphone,180
11406,Salvatore Ferragamo Italia,Tablet,21
11407,Sampo Group,Desktop,2
11408,Samsonite,Desktop,26
11409,Samsonite,Smartphone,22
11410,Samsonite,Tablet,7
11411,Samsung Group,Connected TV,1
11412,Samsung Group,Desktop,1192
11413,Samsung Group,Smartphone,8899
11414,Samsung Group,Tablet,817
11415,San Antonio Convention & Visitors Bureau,Desktop,32
11416,San Antonio Convention & Visitors Bureau,Smartphone,31
11417,San Antonio Convention & Visitors Bureau,Tablet,9
11418,Sana Safinaz,Smartphone,1
11419,Sana Safinaz,Tablet,3
11420,Sandals,Desktop,6
11421,Sandals,Smartphone,61
11422,Sandals,Tablet,6
11423,Sandhills,Desktop,2
11424,Sandhills,Smartphone,17
11425,Sandhills,Tablet,2
11426,San Diego Shoulder Institute,Smartphone,1
11427,Sandro Moscoloni,Desktop,5
11428,Sandro Moscoloni,Smartphone,5
11429,Sandro Moscoloni,Tablet,1
11430,San Francisco Ballet Association,Desktop,8
11431,San Francisco Ballet Association,Smartphone,14
11432,San Francisco Ballet Association,Tablet,4
11433,Saniflo,Desktop,29
11434,Saniflo,Tablet,1
11435,Sanitarium Health & Wellbeing,Desktop,9
11436,Sanitarium Health & Wellbeing,Tablet,1
11437,San Joaquin Valley College,Smartphone,4
11438,Sanlam,Desktop,7
11439,Sanlam,Smartphone,8
11440,Sanlam,Tablet,4
11441,Sanofi,Desktop,145
11442,Sanofi,Smartphone,322
11443,Sanofi,Tablet,45
11444,Sanoma,Desktop,9
11445,Sanoma,Smartphone,30
11446,Sanoma,Tablet,2
11447,Sansan- Inc.,Smartphone,3
11448,Sansiri Group,Desktop,2
11449,Sansiri Group,Smartphone,3
11450,Sansiri Group,Tablet,1
11451,Santa Clara University,Smartphone,2
11452,santemoinschere,Desktop,3
11453,santemoinschere,Smartphone,2
11454,Santerno Elettronica,Desktop,2
11455,Sanwacompany,Desktop,1
11456,Sanwa Supply,Desktop,1
11457,Sanyo Shokai,Desktop,1
11458,Sanyo Shokai,Smartphone,2
11459,São Leopoldo Mandic,Desktop,2
11460,SAP,Desktop,35
11461,SAP,Smartphone,111
11462,SAP,Tablet,5
11463,Saputo,Smartphone,2
11464,Sarah Pacini,Desktop,9
11465,Sarah Pacini,Smartphone,9
11466,Sarah Pacini,Tablet,6
11467,sarenza.com,Desktop,42
11468,sarenza.com,Smartphone,33
11469,sarenza.com,Tablet,3
11470,SARL COCOONCENTER,Desktop,24
11471,SARL COCOONCENTER,Smartphone,35
11472,SARL COCOONCENTER,Tablet,13
11473,SARL Thema Deco,Desktop,2
11474,SARL Thema Deco,Smartphone,3
11475,SAS Group,Desktop,293
11476,SAS Group,Smartphone,194
11477,SAS Group,Tablet,58
11478,SAS Institute,Desktop,255
11479,SAS Institute,Smartphone,217
11480,SAS Institute,Tablet,93
11481,Saskatchewan Telecommunications Holding,Desktop,20
11482,Saskatchewan Telecommunications Holding,Smartphone,95
11483,Saskatchewan Telecommunications Holding,Tablet,29
11484,Saudi Arabian Airlines,Desktop,1
11485,Saudi Telecom Company,Desktop,3
11486,Saudi Telecom Company,Smartphone,8
11487,Saudi Telecom Company,Tablet,2
11488,Save the Children,Desktop,111
11489,Save the Children,Smartphone,17
11490,Save the Children,Tablet,1
11491,SavingGlobal GmbH,Desktop,2
11492,SavingGlobal GmbH,Smartphone,5
11493,SavingGlobal GmbH,Tablet,20
11494,SavingInsight.com,Desktop,24
11495,SavingInsight.com,Smartphone,55
11496,SavingInsight.com,Tablet,35
11497,Savings Bank Life Insurance Company of Massachusetts,Smartphone,1
11498,Saxo Bank,Desktop,513
11499,Saxo Bank,Smartphone,154
11500,Saxo Bank,Tablet,995
11501,Saxx Underwear,Desktop,3
11502,Saxx Underwear,Smartphone,5
11503,Saxx Underwear,Tablet,1
11504,SBF Group,Desktop,1
11505,SBF Group,Smartphone,5
11506,SBI Group,Desktop,5
11507,SBI Group,Smartphone,211
11508,SBT Group,Desktop,87
11509,SBT Group,Smartphone,173
11510,SBT Group,Tablet,9
11511,SCANA,Smartphone,1
11512,Scandlines,Desktop,20
11513,Scandlines,Smartphone,7
11514,Scenic Tours,Desktop,307
11515,Scenic Tours,Smartphone,1141
11516,Scenic Tours,Tablet,374
11517,SC FUP Distribution,Desktop,2
11518,SC FUP Distribution,Smartphone,1
11519,Schaefer Shop - schaefer-shop.de,Desktop,63
11520,Schibsted,Desktop,69
11521,Schibsted,Smartphone,211
11522,Schibsted,Tablet,61
11523,Schiesser,Desktop,6
11524,Schiesser,Smartphone,1
11525,Schiesser,Tablet,1
11526,Schneider Electric,Desktop,553
11527,Schneider Electric,Smartphone,2239
11528,Schneider Electric,Tablet,742
11529,Schneider National,Smartphone,8
11530,Scholastic,Desktop,1
11531,Scholastic,Smartphone,5
11532,Scholastic,Tablet,1
11533,SCHOTT,Desktop,10
11534,Schottenstein Stores Corporation,Desktop,144
11535,Schottenstein Stores Corporation,Smartphone,116
11536,Schottenstein Stores Corporation,Tablet,23
11537,Schuh,Desktop,447
11538,Schuh,Smartphone,1646
11539,Schuh,Tablet,215
11540,Schustermann & Borenstein,Desktop,20
11541,Schustermann & Borenstein,Smartphone,19
11542,Schustermann & Borenstein,Tablet,5
11543,Schuurman Schoenen,Smartphone,9
11544,Schuurman Schoenen,Tablet,1
11545,Schwan's,Desktop,1
11546,Schwan's,Smartphone,2
11547,Schwarz Gruppe,Connected TV,2
11548,Schwarz Gruppe,Desktop,780
11549,Schwarz Gruppe,Smartphone,1309
11550,Schwarz Gruppe,Tablet,150
11551,Science In Sport,Desktop,1
11552,Science In Sport,Smartphone,1
11553,SC Johnson & Son,Desktop,11
11554,SC Johnson & Son,Smartphone,13
11555,SC Johnson & Son,Tablet,2
11556,SC Netbridge Development,Desktop,5
11557,SC Netbridge Development,Smartphone,1
11558,Scopely,Smartphone,690
11559,Score Media Ventures,Smartphone,41
11560,Score Wholesale,Desktop,1
11561,Score Wholesale,Smartphone,34
11562,Score Wholesale,Tablet,2
11563,Scorpion Technology Computers,Desktop,39
11564,Scorpion Technology Computers,Smartphone,24
11565,Scottage,Smartphone,3
11566,Scottevest,Desktop,4
11567,Scottevest,Smartphone,3
11568,Scottevest,Tablet,2
11569,Scottish Friendly Marketing Group,Desktop,5
11570,Scottish Friendly Marketing Group,Smartphone,1
11571,Scottish Government,Desktop,5
11572,Scottish Government,Smartphone,1
11573,Scottish Government,Tablet,2
11574,Scottish Power,Desktop,88
11575,Scottish Power,Smartphone,30
11576,Scottish Power,Tablet,25
11577,Scottish & Southern Energy,Connected TV,1
11578,Scottish & Southern Energy,Desktop,2359
11579,Scottish & Southern Energy,Smartphone,390
11580,Scottish & Southern Energy,Tablet,954
11581,Scotts Miracle-Gro Company,Desktop,3
11582,Scotts Miracle-Gro Company,Smartphone,60
11583,Scotts Miracle-Gro Company,Tablet,6
11584,Screen Time Labs,Desktop,1
11585,Scrip,Smartphone,6
11586,Scubastore,Desktop,3
11587,Scubastore,Smartphone,4
11588,Scubastore,Tablet,1
11589,Scully & Scully,Desktop,2
11590,Scully & Scully,Smartphone,4
11591,SDA Bocconi School Of Management,Desktop,6
11592,SDA Bocconi School Of Management,Smartphone,79
11593,SDA Bocconi School Of Management,Tablet,8
11594,SDCCU,Desktop,1
11595,SDCCU,Smartphone,3
11596,SD France Import&Export,Desktop,1
11597,SD France Import&Export,Smartphone,4
11598,SDK Jewellers,Desktop,739
11599,SDK Jewellers,Smartphone,1480
11600,SDK Jewellers,Tablet,240
11601,SD Ventures,Desktop,82
11602,SD Ventures,Smartphone,2456
11603,SD Ventures,Tablet,20
11604,Seagate,Smartphone,1
11605,Sea Ltd,Desktop,394
11606,Sea Ltd,Smartphone,1203
11607,Sea Ltd,Tablet,110
11608,Search Office Space,Connected TV,1
11609,Search Office Space,Desktop,88
11610,Search Office Space,Smartphone,131
11611,Search Office Space,Tablet,49
11612,Sears,Smartphone,3
11613,SEAS,Desktop,1
11614,Sea Star Capital,Smartphone,38
11615,Sea Star Capital,Tablet,25
11616,SEAT Dealers,Desktop,21
11617,SEAT Dealers,Smartphone,145
11618,SEAT Dealers,Tablet,106
11619,Seats And Sofas,Smartphone,2
11620,SeaWorld Parks & Entertainment,Desktop,14
11621,SeaWorld Parks & Entertainment,Smartphone,124
11622,SeaWorld Parks & Entertainment,Tablet,11
11623,Sebrae,Smartphone,1
11624,Secom,Desktop,1
11625,Secom,Tablet,2
11626,Secret Escapes,Connected TV,1
11627,Secret Escapes,Desktop,293
11628,Secret Escapes,Smartphone,687
11629,Secret Escapes,Tablet,181
11630,SecretLab,Desktop,129
11631,SecretLab,Smartphone,109
11632,SecretLab,Tablet,13
11633,Sector Alarm Holding,Desktop,75
11634,Sector Alarm Holding,Smartphone,25
11635,Sector Alarm Holding,Tablet,21
11636,Security Bank,Desktop,13
11637,Security Bank,Smartphone,11
11638,Security Bank,Tablet,3
11639,Sediarreda,Desktop,2
11640,Seek,Desktop,59
11641,Seek,Smartphone,153
11642,Seek,Tablet,8
11643,Sees Candies,Desktop,556
11644,Sees Candies,Smartphone,48
11645,Sees Candies,Tablet,9
11646,See Tickets,Desktop,2
11647,See Tickets,Smartphone,98
11648,SefaMerve,Desktop,3
11649,SefaMerve,Smartphone,23
11650,Sega Sammy Holdings,Desktop,6
11651,Sega Sammy Holdings,Tablet,1
11652,Seiko Epson Corporation,Desktop,102
11653,Seiko Epson Corporation,Smartphone,54
11654,Seiko Epson Corporation,Tablet,22
11655,SEIYU Group,Smartphone,26
11656,Sekisui Chemical,Smartphone,1
11657,Sekisui House,Desktop,1
11658,Sekisui House,Smartphone,12
11659,Sekiwa Real Estate,Desktop,11
11660,Select Comfort,Desktop,298
11661,Select Comfort,Smartphone,15742
11662,Select Comfort,Tablet,529
11663,Select Home Warranty,Desktop,5
11664,Selfridges,Desktop,2
11665,Selfridges,Smartphone,49
11666,Selfridges,Tablet,2
11667,SellOffVacations.com,Desktop,217
11668,SellOffVacations.com,Smartphone,96
11669,SellOffVacations.com,Tablet,120
11670,Semantic Sugar,Desktop,23
11671,Semantic Sugar,Smartphone,6
11672,Semantic Sugar,Tablet,3
11673,SEM PARAR,Desktop,2
11674,SEMRush,Desktop,48
11675,SEMRush,Smartphone,5
11676,SEMRush,Tablet,1
11677,Sena Development,Desktop,6
11678,Sena Development,Smartphone,3
11679,SendGrid,Smartphone,1
11680,Seneca College,Desktop,1
11681,Seneca College,Smartphone,3
11682,Seneca College,Tablet,1
11683,Senior Dating Agency,Smartphone,21
11684,Senior Dating Agency,Tablet,4
11685,Sennheiser Electronic,Desktop,10
11686,Sennheiser Electronic,Smartphone,24
11687,Sennheiser Electronic,Tablet,2
11688,sensee.com,Desktop,1
11689,sensee.com,Smartphone,1
11690,Senshukai,Desktop,2
11691,Sensitive Democratic Political Committees,Smartphone,2
11692,Sensitive Democratic Political Organizations,Desktop,12
11693,Sensitive Democratic Political Organizations,Smartphone,124
11694,Sensitive Democratic Political Organizations,Tablet,8
11695,Sentinel Capital Partners,Smartphone,8
11696,Serasa Experian,Desktop,1
11697,Serengeti-Park Hodenhagen,Smartphone,1
11698,Servcorp,Desktop,47
11699,Servcorp,Smartphone,89
11700,Servcorp,Tablet,7
11701,Servicenow- Inc.,Desktop,93
11702,Servicenow- Inc.,Smartphone,53
11703,Servicenow- Inc.,Tablet,25
11704,Servihabitat,Smartphone,46
11705,Servihabitat,Tablet,1
11706,Servpro,Desktop,1
11707,Servpro,Smartphone,5
11708,Servus Credit Union,Tablet,1
11709,Sesam,Desktop,10
11710,Sesam,Smartphone,53
11711,Sesam,Tablet,19
11712,Settour,Desktop,1
11713,Seven & i Holdings,Desktop,14
11714,Seven & i Holdings,Smartphone,235
11715,Seven & i Holdings,Tablet,21
11716,Sevenoaks Sound & Vision,Desktop,1
11717,Seventh Avenue,Smartphone,3
11718,Seven West Media,Desktop,3
11719,Seven West Media,Smartphone,9
11720,Sezar group,Desktop,2
11721,Sferen,Desktop,8
11722,Sferen,Smartphone,2
11723,SFM Corporate Services SA Switzerland,Desktop,12
11724,SFM Corporate Services SA Switzerland,Smartphone,7
11725,SFM Corporate Services SA Switzerland,Tablet,2
11726,SfMeble,Desktop,46
11727,SfMeble,Smartphone,9
11728,SFX Entertainment,Desktop,138
11729,SFX Entertainment,Tablet,1
11730,Shade Store,Smartphone,2
11731,Shade Store,Tablet,1
11732,Shanghai Automotive Industry,Desktop,15
11733,Shanghai Automotive Industry,Smartphone,167
11734,Shanghai Automotive Industry,Tablet,28
11735,Shanxi Shengyuntong Technology,Smartphone,8
11736,Shape up House,Desktop,12
11737,Shape up House,Smartphone,1
11738,Shape up House,Tablet,1
11739,Shapoorji Pallonji Group,Smartphone,2
11740,ShareWood Switzerland AG,Desktop,11
11741,ShareWood Switzerland AG,Smartphone,2
11742,ShareWood Switzerland AG,Tablet,1
11743,Shaw Communications,Connected TV,1
11744,Shaw Communications,Desktop,328
11745,Shaw Communications,Smartphone,401
11746,Shaw Communications,Tablet,210
11747,Shaw Festival Theatre Foundation Canada,Desktop,3
11748,Shaw Festival Theatre Foundation Canada,Smartphone,34
11749,Shaw Festival Theatre Foundation Canada,Tablet,2
11750,Sheet Music Plus,Desktop,2
11751,Sheet Music Plus,Smartphone,5
11752,Sheet Music Plus,Tablet,2
11753,Shen Yun Performing Arts,Desktop,123
11754,Shen Yun Performing Arts,Smartphone,545
11755,Shen Yun Performing Arts,Tablet,16
11756,ShenZhen Global Egrow E-Commerce Co. Ltd.,Smartphone,1
11757,Sherwin-Williams,Desktop,21
11758,Sherwin-Williams,Smartphone,1672
11759,Sherwin-Williams,Tablet,74
11760,Shiels Jewellers,Desktop,21
11761,Shiels Jewellers,Smartphone,39
11762,Shiels Jewellers,Tablet,10
11763,Shinagawa Eye Clinic,Desktop,1
11764,Shine Lawyers,Desktop,5
11765,Shine Lawyers,Smartphone,58
11766,Shinhan Financial Group,Smartphone,1
11767,Shin Kong Group,Desktop,1
11768,Shin Kong Group,Smartphone,2
11769,Shinola,Smartphone,1
11770,Shinsegae,Desktop,3
11771,Shinsegae,Smartphone,1
11772,Shinsei Bank,Desktop,1
11773,Shipbob,Desktop,1
11774,Shipbob,Smartphone,4
11775,Shire Pharmaceutical Group,Smartphone,1
11776,Shiseido,Desktop,132
11777,Shiseido,Smartphone,358
11778,Shiseido,Tablet,21
11779,SHK Cooperation Company Plumbing & Heating,Desktop,2
11780,SHK Cooperation Company Plumbing & Heating,Smartphone,2
11781,Shoeby Franchise,Desktop,1
11782,Shoeby Franchise,Smartphone,2
11783,Shoe Carnival,Desktop,2
11784,Shoe Carnival,Smartphone,162
11785,Shoe Carnival,Tablet,7
11786,Shoeline.com,Desktop,42
11787,Shoeline.com,Smartphone,36
11788,Shoeline.com,Tablet,16
11789,Shoe Mart,Smartphone,3
11790,Shoeme,Desktop,1
11791,Shoeme,Smartphone,75
11792,Shoeme,Tablet,4
11793,shoepassion,Desktop,8
11794,Shoes For Crews,Desktop,16
11795,Shoes For Crews,Smartphone,24
11796,Shoes For Crews,Tablet,7
11797,Shopdealio.net,Smartphone,8
11798,Shop Direct Group,Connected TV,5
11799,Shop Direct Group,Desktop,2407
11800,Shop Direct Group,Smartphone,28080
11801,Shop Direct Group,Tablet,3897
11802,Shopify,Desktop,73
11803,Shopify,Smartphone,55
11804,Shopify,Tablet,31
11805,SHOPOHOLIC LTD,Desktop,27
11806,SHOPOHOLIC LTD,Smartphone,29
11807,SHOPOHOLIC LTD,Tablet,7
11808,Shoppermart.net,Desktop,12
11809,Shoppermart.net,Smartphone,35
11810,Shoppermart.net,Tablet,9
11811,Shoppers Choice,Desktop,3
11812,Shoppers Choice,Smartphone,6
11813,Shoppers Choice,Tablet,1
11814,shoppingnature,Smartphone,1
11815,Shoprite Holdings,Desktop,928
11816,Shoprite Holdings,Smartphone,3527
11817,Shoprite Holdings,Tablet,152
11818,Shorelight Education,Smartphone,1
11819,Show Pony,Desktop,162
11820,Show Pony,Smartphone,187
11821,Show Pony,Tablet,12
11822,Showroomprive,Desktop,2
11823,Showroomprive,Smartphone,13
11824,Showroomprive,Tablet,2
11825,Shufersal,Desktop,24
11826,Shufersal,Smartphone,1
11827,Shurgard,Desktop,192
11828,Shurgard,Smartphone,82
11829,Shurgard,Tablet,5
11830,Shutterfly Group,Desktop,2
11831,Shutterfly Group,Smartphone,52
11832,Shutterstock,Connected TV,1
11833,Shutterstock,Desktop,723
11834,Shutterstock,Smartphone,510
11835,Shutterstock,Tablet,110
11836,Sideshow,Smartphone,4
11837,Siemens,Desktop,17
11838,Siemens,Smartphone,20
11839,Siemens,Tablet,51
11840,Sierra Building Group,Desktop,2
11841,Sierra Building Group,Smartphone,2
11842,Sierra Trading Post,Smartphone,1
11843,Sif Jakobs Jewellery,Desktop,25
11844,Sif Jakobs Jewellery,Smartphone,8
11845,Sif Jakobs Jewellery,Tablet,6
11846,SIG,Smartphone,1
11847,Sigma-Aldrich,Desktop,34
11848,Signet,Desktop,221
11849,Signet,Smartphone,823
11850,Signet,Tablet,44
11851,Silamp,Desktop,7
11852,Silamp,Smartphone,3
11853,Silence Beach Resort,Smartphone,17
11854,Silence Beach Resort,Tablet,3
11855,Silentnight Group,Desktop,2
11856,Silentnight Group,Smartphone,13
11857,Silentnight Group,Tablet,4
11858,Silicon Valley Direct Inc,Desktop,1
11859,Silk Fred,Desktop,664
11860,Silk Fred,Smartphone,2134
11861,Silk Fred,Tablet,279
11862,Silver River (Australia) Pty Ltd,Desktop,1
11863,Silversea Cruises,Desktop,978
11864,Silversea Cruises,Smartphone,1469
11865,Silversea Cruises,Tablet,3293
11866,Simaec,Desktop,2
11867,Simaec,Smartphone,9
11868,SIMBA Mattress,Desktop,37
11869,SIMBA Mattress,Smartphone,78
11870,Sime Darby,Desktop,14
11871,Sime Darby,Smartphone,182
11872,Sime Darby,Tablet,17
11873,Simms Fishing Products,Smartphone,1
11874,Simms Fishing Products,Tablet,1
11875,Simon Property Group,Smartphone,215
11876,Simon Property Group,Tablet,4
11877,Simpel,Desktop,1
11878,Simpel,Smartphone,7
11879,Simpel,Tablet,4
11880,Simple Simple (BLVD- Moxie's- Chop),Smartphone,2
11881,Simplicity Trade GmbH,Desktop,17
11882,Simplicity Trade GmbH,Smartphone,7
11883,Simplicity Trade GmbH,Tablet,1
11884,Simplilearn,Desktop,6
11885,Simplilearn,Smartphone,4
11886,Simply Audiobooks,Smartphone,1
11887,SimplyGreen,Desktop,1
11888,Simply Hired,Desktop,1
11889,Simply Hired,Smartphone,2
11890,Simply Sheds Online Pty Ltd,Desktop,101
11891,Simply Sheds Online Pty Ltd,Smartphone,171
11892,Simply Sheds Online Pty Ltd,Tablet,1151
11893,Simsai Construction,Desktop,4
11894,Simsai Construction,Smartphone,13
11895,Simsai Construction,Tablet,1
11896,Singapore Airlines Group,Connected TV,3
11897,Singapore Airlines Group,Desktop,16617
11898,Singapore Airlines Group,Smartphone,228
11899,Singapore Airlines Group,Tablet,1193
11900,Singapore Government,Desktop,57
11901,Singapore Government,Smartphone,141
11902,Singapore Government,Tablet,21
11903,Singapore Grand Prix,Desktop,15
11904,Singapore Grand Prix,Smartphone,25
11905,Singapore Grand Prix,Tablet,5
11906,Singapore Institute Of Management,Desktop,8
11907,Singapore Institute Of Management,Smartphone,51
11908,Singapore Institute Of Management,Tablet,5
11909,Singapore Press Holdings,Desktop,67
11910,Singapore Press Holdings,Smartphone,442
11911,Singapore Press Holdings,Tablet,67
11912,Singapore Tourism Board,Desktop,30
11913,Singapore Tourism Board,Smartphone,8
11914,Singapore Tourism Board,Tablet,2
11915,Singh Development,Smartphone,2
11916,Singtel,Desktop,152
11917,Singtel,Smartphone,714
11918,Singtel,Tablet,82
11919,Sino Biological,Desktop,4
11920,Sino Biological,Smartphone,5
11921,Sirius XM Radio,Desktop,8
11922,Sirius XM Radio,Smartphone,151
11923,Sirius XM Radio,Tablet,2
11924,Sistema,Desktop,6
11925,Sistema,Smartphone,1
11926,Sistema,Tablet,2
11927,Sistema Tecnologico de Monterrey,Desktop,16
11928,Sistema Tecnologico de Monterrey,Smartphone,7
11929,Sistema Tecnologico de Monterrey,Tablet,3
11930,SitterCity,Smartphone,2
11931,Siwon School,Desktop,15
11932,Siwon School,Smartphone,1
11933,Siwon School,Tablet,7
11934,Six Flags,Desktop,1
11935,Six Flags,Smartphone,53
11936,Six Flags,Tablet,2
11937,Six Senses Hotels Resorts Spas,Connected TV,2
11938,Six Senses Hotels Resorts Spas,Desktop,93
11939,Six Senses Hotels Resorts Spas,Smartphone,14
11940,Six Senses Hotels Resorts Spas,Tablet,4
11941,Sixt,Desktop,230
11942,Sixt,Smartphone,384
11943,Sixt,Tablet,47
11944,Skandiabanken,Smartphone,2
11945,Skanska,Desktop,10
11946,Skanska,Smartphone,14
11947,Skanska,Tablet,2
11948,skatedeluxe OHG,Desktop,10
11949,skatepro,Desktop,8
11950,skatepro,Smartphone,11
11951,Skechers,Desktop,110
11952,Skechers,Smartphone,51
11953,Skechers,Tablet,28
11954,Skeidar,Desktop,1
11955,Skeidar,Smartphone,41
11956,SK Group,Desktop,22
11957,SK Group,Smartphone,9
11958,SK Group,Tablet,1
11959,Skillandyou,Desktop,2
11960,Skillandyou,Smartphone,3
11961,SkillSoft,Desktop,4
11962,SkillSoft,Smartphone,4
11963,SKLZ,Smartphone,1
11964,Skoda Dealers,Desktop,131
11965,Skoda Dealers,Smartphone,58
11966,Skoda Dealers,Tablet,258
11967,Skullcandy,Desktop,3
11968,skyDSL Deutschland GmbH,Desktop,4
11969,Sky Network Television,Desktop,8
11970,Sky Network Television,Smartphone,8
11971,SKY ONE COMPANY LIMITED,Desktop,1
11972,SKY ONE COMPANY LIMITED,Smartphone,1
11973,SKY Perfect JSAT Holdings,Desktop,3
11974,SKY Perfect JSAT Holdings,Smartphone,28
11975,SKY Perfect JSAT Holdings,Tablet,2
11976,Sky plc,Desktop,5827
11977,Sky plc,Smartphone,40926
11978,Sky plc,Tablet,3258
11979,Skyscanner,Desktop,773
11980,Skyscanner,Smartphone,1085
11981,Skyscanner,Tablet,353
11982,Sky Social Media,Smartphone,7
11983,Slack Technologies,Desktop,1
11984,Slack Technologies,Smartphone,1
11985,Slater and Gordon,Connected TV,2
11986,Slater and Gordon,Desktop,246
11987,Slater and Gordon,Smartphone,14415
11988,Slater and Gordon,Tablet,1157
11989,Sleep Country Canada,Desktop,2
11990,Slendertone,Desktop,3
11991,Slendertone,Smartphone,18
11992,Slendertone,Tablet,4
11993,SlideBelts,Smartphone,6
11994,SlideBelts,Tablet,2
11995,Sliderobes,Desktop,550
11996,Sliderobes,Smartphone,325
11997,Sliderobes,Tablet,88
11998,Slim Beauty House,Smartphone,1
11999,Slim Beauty House,Tablet,1
12000,SLIVER.tv,Desktop,10
12001,SLM Corporation,Smartphone,4
12002,SLP Group,Desktop,3
12003,SLP Group,Smartphone,3
12004,SLP Group,Tablet,2
12005,Smallable,Desktop,98
12006,Smallable,Smartphone,170
12007,Smallable,Tablet,17
12008,Smart City,Desktop,8
12009,Smart City,Smartphone,1
12010,Smart City,Tablet,1
12011,Smart Fit,Desktop,48
12012,Smart Fit,Smartphone,22
12013,Smart Fit,Tablet,4
12014,Smartgespart.com,Desktop,4
12015,Smartgespart.com,Smartphone,1
12016,SmartNews,Smartphone,15
12017,Smartpak,Smartphone,2
12018,Smart Resume Wizard,Desktop,1
12019,Smash Media,Smartphone,11
12020,Smava,Desktop,40
12021,Smava,Smartphone,72
12022,Smava,Tablet,2
12023,Smile Care Orthodontics Shibuya,Smartphone,2
12024,SmileDirectClub,Desktop,1494
12025,SmileDirectClub,Smartphone,1563
12026,SmileDirectClub,Tablet,1033
12027,Smile Lab,Desktop,8
12028,SM Investments Corporation,Desktop,11
12029,SM Investments Corporation,Smartphone,229
12030,SM Investments Corporation,Tablet,6
12031,Smithfield,Smartphone,10
12032,Smithfield,Tablet,1
12033,Smoothie King Franchises,Smartphone,3
12034,SMS CO.- LTD.,Desktop,1
12035,SMS CO.- LTD.,Smartphone,9
12036,SMS CO.- LTD.,Tablet,1
12037,Smule Inc,Smartphone,5
12038,Smyk,Desktop,36
12039,Smyk,Smartphone,1
12040,Smyk,Tablet,1
12041,Smythson UK,Desktop,136
12042,Smythson UK,Smartphone,53
12043,Smythson UK,Tablet,136
12044,SnagAJob,Smartphone,10
12045,SnagAJob,Tablet,1
12046,SnapApp,Smartphone,1
12047,SnapApp,Tablet,1
12048,Snapdeal,Desktop,1860
12049,Snapdeal,Smartphone,3147
12050,Snapdeal,Tablet,2775
12051,Snap Fitness,Desktop,265
12052,Snap Fitness,Smartphone,157
12053,Snap Fitness,Tablet,6
12054,Snaps,Desktop,2
12055,S.N.C.B. Holding NV,Desktop,3
12056,S.N.C.B. Holding NV,Smartphone,1
12057,SNCF,Desktop,532
12058,SNCF,Smartphone,640
12059,SNCF,Tablet,120
12060,Snorg Tees,Smartphone,44
12061,Snorg Tees,Tablet,1
12062,Snowflake Computing,Desktop,104
12063,Snowflake Computing,Smartphone,79
12064,Snowflake Computing,Tablet,4
12065,snowqueen.ru,Smartphone,3
12066,Snow Software,Desktop,1
12067,Snow Software,Smartphone,5
12068,Snow Software,Tablet,1
12069,SNOWY HYDRO LIMITED,Desktop,258
12070,SNOWY HYDRO LIMITED,Smartphone,620
12071,SNOWY HYDRO LIMITED,Tablet,55
12072,SNS BANK,Desktop,12
12073,SNS BANK,Smartphone,14
12074,SNS BANK,Tablet,6
12075,SNT2 - studioSPORT,Desktop,2
12076,Soak.com,Desktop,632
12077,Soak.com,Smartphone,1848
12078,Soak.com,Tablet,282
12079,Social Deal,Desktop,2
12080,Social Deal,Tablet,1
12081,Societe Bic,Smartphone,28
12082,Societe Bic,Tablet,2
12083,SOCIETE FINANCIERE JEF,Desktop,2
12084,SOCIETE FINANCIERE JEF,Smartphone,1
12085,Societe Generale,Desktop,27
12086,Societe Generale,Smartphone,19
12087,Societe Generale,Tablet,1
12088,Society for Human Resource Management,Desktop,63
12089,Society for Human Resource Management,Smartphone,21
12090,Society for Human Resource Management,Tablet,20
12091,SocketLabs,Desktop,11
12092,SocketLabs,Smartphone,5
12093,Socorpi,Desktop,1
12094,Socorpi,Smartphone,3
12095,Socorpi,Tablet,6
12096,Sodexo,Desktop,28
12097,Sodexo,Smartphone,22
12098,SOD TECHNOLOGIES PRIVATE LIMITED,Smartphone,17
12099,Sofa & Chair,Desktop,31
12100,Sofa & Chair,Smartphone,156
12101,Sofa & Chair,Tablet,10
12102,Sofa.com,Desktop,15
12103,Sofa.com,Smartphone,8
12104,Sofa.com,Tablet,4
12105,SoFi.,Desktop,10
12106,SoFi.,Smartphone,17
12107,SoFi.,Tablet,2
12108,So Flats,Tablet,1
12109,SoftBank,Desktop,19
12110,SoftBank,Smartphone,187
12111,SoftBank,Tablet,5
12112,Soft Surroundings,Smartphone,1
12113,Soft-World,Smartphone,137
12114,Soft-World,Tablet,2
12115,Sokolove Law,Smartphone,4
12116,Solaria Riverdale,Smartphone,43
12117,Solaria Riverdale,Tablet,1
12118,Solar Market,Desktop,6
12119,Solar Market,Smartphone,3
12120,Solar Market,Tablet,1
12121,Solar Tours,Desktop,3
12122,Solar Tours,Tablet,1
12123,SolarWinds,Desktop,30
12124,SolarWinds,Smartphone,6
12125,SolarWinds,Tablet,1
